CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
119,282.0,6.0,31482.879999999997,3,4,4,344,Loyal Customers
120,1836.0,0.0,0.0,1,1,1,111,At Risk
121,1398.0,0.0,0.0,2,1,1,211,At Risk
122,50.0,0.0,0.0,5,1,1,511,Recent Customers
123,1867.0,0.0,0.0,1,1,1,111,At Risk
124,1963.0,0.0,0.0,1,1,1,111,At Risk
125,453.0,2.0,11725.78,3,3,3,333,Loyal Customers
126,729.0,2.0,11005.77,2,3,3,233,At Risk
127,659.0,3.0,21781.55,2,3,4,234,High Spenders
128,180.0,7.0,36144.67,4,4,4,444,Best Customers
129,1608.0,0.0,0.0,2,1,1,211,At Risk
130,190.0,3.0,19734.38,4,3,3,433,Loyal Customers
131,3536.0,0.0,0.0,1,1,1,111,At Risk
132,181.0,4.0,23932.67,4,3,4,434,Loyal Customers
133,252.0,12.0,59459.590000000004,3,5,5,355,Loyal Customers
134,123.0,11.0,58273.520000000004,4,5,5,455,Best Customers
135,247.0,10.0,54357.39,3,5,5,355,Loyal Customers
136,447.0,4.0,18172.43,3,3,3,333,Loyal Customers
137,18.0,5.0,22887.41,5,4,4,544,Best Customers
138,1143.0,0.0,0.0,2,1,1,211,At Risk
139,45.0,7.0,36350.13,5,4,4,544,Best Customers
140,64.0,6.0,21881.51,5,4,4,544,Best Customers
141,2589.0,0.0,0.0,1,1,1,111,At Risk
142,70.0,8.0,36104.08,5,5,4,554,Best Customers
143,3126.0,0.0,0.0,1,1,1,111,At Risk
144,1627.0,0.0,0.0,2,1,1,211,At Risk
145,581.0,2.0,8499.9,2,3,3,233,At Risk
146,2585.0,0.0,0.0,1,1,1,111,At Risk
147,36.0,7.0,32063.14,5,4,4,544,Best Customers
148,2061.0,0.0,0.0,1,1,1,111,At Risk
149,402.0,7.0,38348.43,3,4,5,345,Loyal Customers
150,160.0,5.0,29626.75,4,4,4,444,Best Customers
151,139.0,3.0,8212.6,4,3,3,433,Loyal Customers
152,1145.0,0.0,0.0,2,1,1,211,At Risk
153,1386.0,0.0,0.0,2,1,1,211,At Risk
154,308.0,3.0,13324.25,3,3,3,333,Loyal Customers
155,914.0,0.0,0.0,2,1,1,211,At Risk
156,400.0,6.0,24333.6,3,4,4,344,Loyal Customers
157,148.0,0.0,0.0,4,1,1,411,Recent Customers
158,3463.0,0.0,0.0,1,1,1,111,At Risk
159,2781.0,0.0,0.0,1,1,1,111,At Risk
160,105.0,0.0,0.0,4,1,1,411,Recent Customers
161,2639.0,0.0,0.0,1,1,1,111,At Risk
162,1013.0,0.0,0.0,2,1,1,211,At Risk
163,1568.0,0.0,0.0,2,1,1,211,At Risk
164,673.0,0.0,0.0,2,1,1,211,At Risk
165,939.0,2.0,13639.4,2,3,3,233,At Risk
166,2088.0,0.0,0.0,1,1,1,111,At Risk
167,134.0,5.0,34434.64,4,4,4,444,Best Customers
168,33.0,9.0,46877.82,5,5,5,555,Best Customers
169,1029.0,2.0,8876.73,2,3,3,233,At Risk
170,286.0,5.0,19863.260000000002,3,4,3,343,Loyal Customers
171,18.0,15.0,69747.88,5,5,5,555,Best Customers
172,1704.0,0.0,0.0,2,1,1,211,At Risk
173,470.0,8.0,35284.01,2,5,4,254,Frequent Customers
174,1791.0,0.0,0.0,2,1,1,211,At Risk
175,50.0,0.0,0.0,5,1,1,511,Recent Customers
176,875.0,1.0,2756.36,2,2,2,222,At Risk
177,226.0,7.0,29211.309999999998,3,4,4,344,Loyal Customers
178,42.0,4.0,20521.72,5,3,3,533,Loyal Customers
179,121.0,6.0,31634.93,4,4,4,444,Best Customers
180,2890.0,0.0,0.0,1,1,1,111,At Risk
181,31.0,4.0,16588.75,5,3,3,533,Loyal Customers
182,2553.0,0.0,0.0,1,1,1,111,At Risk
183,239.0,11.0,56886.77,3,5,5,355,Loyal Customers
184,14.0,10.0,40085.74,5,5,5,555,Best Customers
185,3020.0,0.0,0.0,1,1,1,111,At Risk
186,463.0,0.0,0.0,3,1,1,311,At Risk
187,1811.0,0.0,0.0,1,1,1,111,At Risk
188,366.0,3.0,15089.039999999999,3,3,3,333,Loyal Customers
189,51.0,4.0,13656.66,5,3,3,533,Loyal Customers
190,519.0,2.0,6854.5,2,3,3,233,At Risk
191,53.0,14.0,68982.63,5,5,5,555,Best Customers
192,2255.0,0.0,0.0,1,1,1,111,At Risk
193,946.0,0.0,0.0,2,1,1,211,At Risk
194,180.0,1.0,5965.44,4,2,3,423,Recent Customers
195,196.0,5.0,19917.86,4,4,3,443,Loyal Customers
196,1428.0,0.0,0.0,2,1,1,211,At Risk
197,2258.0,0.0,0.0,1,1,1,111,At Risk
198,101.0,5.0,32399.07,4,4,4,444,Best Customers
199,357.0,4.0,17563.68,3,3,3,333,Loyal Customers
200,1384.0,0.0,0.0,2,1,1,211,At Risk
201,196.0,0.0,0.0,4,1,1,411,Recent Customers
202,3656.0,0.0,0.0,1,1,1,111,At Risk
203,776.0,3.0,13787.380000000001,2,3,3,233,At Risk
204,2705.0,0.0,0.0,1,1,1,111,At Risk
205,247.0,8.0,47907.68,3,5,5,355,Loyal Customers
206,94.0,11.0,53565.35,4,5,5,455,Best Customers
207,184.0,5.0,19579.33,4,4,3,443,Loyal Customers
208,3404.0,0.0,0.0,1,1,1,111,At Risk
209,98.0,11.0,48780.06,4,5,5,455,Best Customers
210,3250.0,0.0,0.0,1,1,1,111,At Risk
211,3413.0,0.0,0.0,1,1,1,111,At Risk
212,378.0,0.0,0.0,3,1,1,311,At Risk
213,71.0,11.0,53241.61,5,5,5,555,Best Customers
214,1437.0,0.0,0.0,2,1,1,211,At Risk
215,293.0,3.0,23511.68,3,3,4,334,Loyal Customers
216,347.0,5.0,32329.079999999998,3,4,4,344,Loyal Customers
217,319.0,5.0,23611.71,3,4,4,344,Loyal Customers
218,775.0,0.0,0.0,2,1,1,211,At Risk
219,54.0,8.0,38090.49,5,5,5,555,Best Customers
220,816.0,2.0,14626.48,2,3,3,233,At Risk
221,131.0,5.0,18650.06,4,4,3,443,Loyal Customers
222,738.0,0.0,0.0,2,1,1,211,At Risk
223,182.0,0.0,0.0,4,1,1,411,Recent Customers
224,58.0,6.0,30677.870000000003,5,4,4,544,Best Customers
225,2628.0,0.0,0.0,1,1,1,111,At Risk
226,93.0,18.0,86238.69,4,5,5,455,Best Customers
227,1519.0,0.0,0.0,2,1,1,211,At Risk
228,1644.0,0.0,0.0,2,1,1,211,At Risk
229,1476.0,0.0,0.0,2,1,1,211,At Risk
230,16.0,4.0,28342.55,5,3,4,534,Loyal Customers
231,130.0,11.0,65545.29,4,5,5,455,Best Customers
232,3395.0,0.0,0.0,1,1,1,111,At Risk
233,3205.0,0.0,0.0,1,1,1,111,At Risk
234,265.0,15.0,66692.22,3,5,5,355,Loyal Customers
235,2270.0,0.0,0.0,1,1,1,111,At Risk
236,77.0,4.0,18931.760000000002,5,3,3,533,Loyal Customers
237,257.0,3.0,3113.57,3,3,2,332,Loyal Customers
238,197.0,6.0,28827.98,3,4,4,344,Loyal Customers
239,714.0,3.0,12542.61,2,3,3,233,At Risk
240,1750.0,0.0,0.0,2,1,1,211,At Risk
241,2722.0,0.0,0.0,1,1,1,111,At Risk
242,326.0,4.0,24380.91,3,3,4,334,Loyal Customers
243,24.0,6.0,29483.28,5,4,4,544,Best Customers
244,3039.0,0.0,0.0,1,1,1,111,At Risk
245,58.0,5.0,26707.94,5,4,4,544,Best Customers
246,203.0,7.0,42644.11,3,4,5,345,Loyal Customers
247,134.0,0.0,0.0,4,1,1,411,Recent Customers
248,616.0,1.0,4524.97,2,2,2,222,At Risk
249,2421.0,0.0,0.0,1,1,1,111,At Risk
250,402.0,0.0,0.0,3,1,1,311,At Risk
251,68.0,25.0,114173.3,5,5,5,555,Best Customers
252,193.0,5.0,32367.08,4,4,4,444,Best Customers
253,41.0,12.0,73738.33,5,5,5,555,Best Customers
254,10.0,3.0,19111.69,5,3,3,533,Loyal Customers
255,11.0,12.0,43044.95,5,5,5,555,Best Customers
256,585.0,0.0,0.0,2,1,1,211,At Risk
257,20.0,11.0,67046.73,5,5,5,555,Best Customers
258,432.0,2.0,7458.67,3,3,3,333,Loyal Customers
259,283.0,7.0,47774.2,3,4,5,345,Loyal Customers
260,650.0,0.0,0.0,2,1,1,211,At Risk
261,120.0,5.0,17179.2,4,4,3,443,Loyal Customers
262,48.0,3.0,2412.85,5,3,2,532,Loyal Customers
263,198.0,6.0,34778.43,3,4,4,344,Loyal Customers
264,125.0,6.0,28659.47,4,4,4,444,Best Customers
265,732.0,0.0,0.0,2,1,1,211,At Risk
266,1663.0,0.0,0.0,2,1,1,211,At Risk
267,687.0,0.0,0.0,2,1,1,211,At Risk
268,560.0,0.0,0.0,2,1,1,211,At Risk
269,3153.0,0.0,0.0,1,1,1,111,At Risk
270,603.0,0.0,0.0,2,1,1,211,At Risk
271,900.0,0.0,0.0,2,1,1,211,At Risk
272,1580.0,0.0,0.0,2,1,1,211,At Risk
273,1553.0,0.0,0.0,2,1,1,211,At Risk
274,35.0,13.0,64463.24,5,5,5,555,Best Customers
275,12.0,5.0,24171.84,5,4,4,544,Best Customers
276,1215.0,0.0,0.0,2,1,1,211,At Risk
277,249.0,3.0,12486.41,3,3,3,333,Loyal Customers
278,121.0,8.0,26442.97,4,5,4,454,Best Customers
279,212.0,4.0,19808.190000000002,3,3,3,333,Loyal Customers
280,676.0,1.0,2290.17,2,2,2,222,At Risk
281,50.0,16.0,78555.51,5,5,5,555,Best Customers
282,330.0,8.0,44738.55,3,5,5,355,Loyal Customers
283,227.0,3.0,13814.609999999999,3,3,3,333,Loyal Customers
284,20.0,2.0,15878.01,5,3,3,533,Loyal Customers
285,71.0,13.0,67518.84,5,5,5,555,Best Customers
286,117.0,3.0,16924.940000000002,4,3,3,433,Loyal Customers
287,1510.0,0.0,0.0,2,1,1,211,At Risk
288,111.0,12.0,44274.64,4,5,5,455,Best Customers
289,2591.0,0.0,0.0,1,1,1,111,At Risk
290,449.0,3.0,13475.14,3,3,3,333,Loyal Customers
291,2368.0,0.0,0.0,1,1,1,111,At Risk
292,245.0,8.0,34525.03,3,5,4,354,Loyal Customers
293,19.0,7.0,31597.030000000002,5,4,4,544,Best Customers
294,224.0,11.0,38270.509999999995,3,5,5,355,Loyal Customers
295,2205.0,0.0,0.0,1,1,1,111,At Risk
296,1096.0,0.0,0.0,2,1,1,211,At Risk
297,3176.0,0.0,0.0,1,1,1,111,At Risk
298,3440.0,0.0,0.0,1,1,1,111,At Risk
299,1245.0,0.0,0.0,2,1,1,211,At Risk
300,59.0,4.0,17268.32,5,3,3,533,Loyal Customers
301,359.0,11.0,31761.82,3,5,4,354,Loyal Customers
302,85.0,9.0,47621.57,4,5,5,455,Best Customers
303,345.0,7.0,26917.4,3,4,4,344,Loyal Customers
304,136.0,15.0,77400.29,4,5,5,455,Best Customers
305,448.0,4.0,27415.510000000002,3,3,4,334,Loyal Customers
306,44.0,19.0,98919.09,5,5,5,555,Best Customers
307,1663.0,0.0,0.0,2,1,1,211,At Risk
308,130.0,6.0,43348.55,4,4,5,445,Best Customers
309,61.0,4.0,23404.17,5,3,4,534,Loyal Customers
310,3005.0,0.0,0.0,1,1,1,111,At Risk
311,3195.0,0.0,0.0,1,1,1,111,At Risk
312,24.0,4.0,8060.27,5,3,3,533,Loyal Customers
313,846.0,1.0,7298.62,2,2,3,223,At Risk
314,107.0,6.0,35305.32,4,4,4,444,Best Customers
315,220.0,7.0,37858.98,3,4,5,345,Loyal Customers
316,428.0,1.0,2156.37,3,2,2,322,At Risk
317,193.0,14.0,93627.36,4,5,5,455,Best Customers
318,270.0,5.0,21084.77,3,4,4,344,Loyal Customers
319,10.0,19.0,107723.36,5,5,5,555,Best Customers
320,859.0,0.0,0.0,2,1,1,211,At Risk
321,115.0,3.0,17756.19,4,3,3,433,Loyal Customers
322,166.0,6.0,39759.16,4,4,5,445,Best Customers
323,108.0,14.0,73053.24,4,5,5,455,Best Customers
324,552.0,0.0,0.0,2,1,1,211,At Risk
325,48.0,9.0,41160.85,5,5,5,555,Best Customers
326,180.0,0.0,0.0,4,1,1,411,Recent Customers
327,146.0,5.0,26581.71,4,4,4,444,Best Customers
328,93.0,5.0,14276.720000000001,4,4,3,443,Loyal Customers
329,806.0,0.0,0.0,2,1,1,211,At Risk
330,57.0,6.0,29370.309999999998,5,4,4,544,Best Customers
331,3233.0,0.0,0.0,1,1,1,111,At Risk
332,97.0,4.0,23823.800000000003,4,3,4,434,Loyal Customers
333,231.0,5.0,19056.42,3,4,3,343,Loyal Customers
334,2520.0,0.0,0.0,1,1,1,111,At Risk
335,2009.0,0.0,0.0,1,1,1,111,At Risk
336,3146.0,0.0,0.0,1,1,1,111,At Risk
337,2915.0,0.0,0.0,1,1,1,111,At Risk
338,112.0,7.0,40461.09,4,4,5,445,Best Customers
339,147.0,4.0,23710.59,4,3,4,434,Loyal Customers
340,503.0,0.0,0.0,2,1,1,211,At Risk
341,66.0,12.0,58544.91,5,5,5,555,Best Customers
342,246.0,6.0,35576.31,3,4,4,344,Loyal Customers
343,258.0,5.0,23516.6,3,4,4,344,Loyal Customers
344,3322.0,0.0,0.0,1,1,1,111,At Risk
345,180.0,9.0,53648.03,4,5,5,455,Best Customers
346,2235.0,0.0,0.0,1,1,1,111,At Risk
347,487.0,3.0,7839.47,2,3,3,233,At Risk
348,204.0,4.0,25332.809999999998,3,3,4,334,Loyal Customers
349,1233.0,0.0,0.0,2,1,1,211,At Risk
350,46.0,8.0,40542.93,5,5,5,555,Best Customers
351,43.0,7.0,41399.81,5,4,5,545,Best Customers
352,652.0,3.0,14910.42,2,3,3,233,At Risk
353,230.0,1.0,5872.31,3,2,2,322,At Risk
354,526.0,3.0,15523.870000000003,2,3,3,233,At Risk
355,248.0,5.0,17094.08,3,4,3,343,Loyal Customers
356,2325.0,0.0,0.0,1,1,1,111,At Risk
357,382.0,3.0,20877.420000000002,3,3,4,334,Loyal Customers
358,366.0,0.0,0.0,3,1,1,311,At Risk
359,260.0,6.0,20490.5,3,4,3,343,Loyal Customers
360,104.0,7.0,34582.92,4,4,4,444,Best Customers
361,255.0,4.0,24059.6,3,3,4,334,Loyal Customers
362,13.0,8.0,32913.38,5,5,4,554,Best Customers
363,1761.0,0.0,0.0,2,1,1,211,At Risk
364,260.0,3.0,16955.98,3,3,3,333,Loyal Customers
365,1958.0,0.0,0.0,1,1,1,111,At Risk
366,1148.0,0.0,0.0,2,1,1,211,At Risk
367,811.0,6.0,16234.62,2,4,3,243,Frequent Customers
368,699.0,0.0,0.0,2,1,1,211,At Risk
369,62.0,5.0,26450.769999999997,5,4,4,544,Best Customers
370,174.0,6.0,32724.05,4,4,4,444,Best Customers
371,658.0,1.0,1929.06,2,2,2,222,At Risk
372,414.0,0.0,0.0,3,1,1,311,At Risk
373,91.0,10.0,37167.159999999996,4,5,4,454,Best Customers
374,3561.0,0.0,0.0,1,1,1,111,At Risk
375,460.0,5.0,25289.04,3,4,4,344,Loyal Customers
376,415.0,10.0,60585.39,3,5,5,355,Loyal Customers
377,208.0,3.0,16959.39,3,3,3,333,Loyal Customers
378,41.0,10.0,45115.88,5,5,5,555,Best Customers
379,37.0,14.0,71617.82,5,5,5,555,Best Customers
380,53.0,6.0,27168.44,5,4,4,544,Best Customers
381,372.0,6.0,35409.990000000005,3,4,4,344,Loyal Customers
382,1999.0,0.0,0.0,1,1,1,111,At Risk
383,3573.0,0.0,0.0,1,1,1,111,At Risk
384,2832.0,0.0,0.0,1,1,1,111,At Risk
385,33.0,7.0,29623.72,5,4,4,544,Best Customers
386,259.0,4.0,21168.87,3,3,4,334,Loyal Customers
387,3551.0,0.0,0.0,1,1,1,111,At Risk
388,2675.0,0.0,0.0,1,1,1,111,At Risk
389,38.0,4.0,24702.36,5,3,4,534,Loyal Customers
390,3253.0,0.0,0.0,1,1,1,111,At Risk
391,2496.0,0.0,0.0,1,1,1,111,At Risk
392,55.0,4.0,20386.75,5,3,3,533,Loyal Customers
393,159.0,4.0,14622.73,4,3,3,433,Loyal Customers
394,96.0,8.0,50874.42,4,5,5,455,Best Customers
395,284.0,3.0,20547.02,3,3,3,333,Loyal Customers
396,3618.0,0.0,0.0,1,1,1,111,At Risk
397,235.0,5.0,30156.82,3,4,4,344,Loyal Customers
398,218.0,8.0,33491.72,3,5,4,354,Loyal Customers
399,138.0,10.0,68520.69,4,5,5,455,Best Customers
400,171.0,5.0,19309.85,4,4,3,443,Loyal Customers
401,371.0,3.0,13342.619999999999,3,3,3,333,Loyal Customers
402,21.0,6.0,34768.29,5,4,4,544,Best Customers
403,53.0,5.0,20117.22,5,4,3,543,Loyal Customers
404,58.0,5.0,26793.629999999997,5,4,4,544,Best Customers
405,3306.0,0.0,0.0,1,1,1,111,At Risk
406,251.0,5.0,24604.140000000003,3,4,4,344,Loyal Customers
407,89.0,4.0,18970.91,4,3,3,433,Loyal Customers
408,775.0,2.0,12428.1,2,3,3,233,At Risk
409,65.0,7.0,21062.65,5,4,4,544,Best Customers
410,329.0,2.0,18725.18,3,3,3,333,Loyal Customers
411,13.0,13.0,71284.33,5,5,5,555,Best Customers
412,67.0,13.0,64396.31,5,5,5,555,Best Customers
413,227.0,7.0,39979.33,3,4,5,345,Loyal Customers
414,1740.0,0.0,0.0,2,1,1,211,At Risk
415,2208.0,0.0,0.0,1,1,1,111,At Risk
416,209.0,4.0,9777.68,3,3,3,333,Loyal Customers
417,15.0,14.0,58883.47,5,5,5,555,Best Customers
418,135.0,4.0,28623.38,4,3,4,434,Loyal Customers
419,85.0,11.0,35082.86,4,5,4,454,Best Customers
420,13.0,3.0,7330.87,5,3,3,533,Loyal Customers
421,641.0,2.0,9456.46,2,3,3,233,At Risk
422,326.0,6.0,19542.0,3,4,3,343,Loyal Customers
423,1650.0,0.0,0.0,2,1,1,211,At Risk
424,1192.0,0.0,0.0,2,1,1,211,At Risk
425,870.0,2.0,14915.72,2,3,3,233,At Risk
426,198.0,9.0,52223.43,3,5,5,355,Loyal Customers
427,3425.0,0.0,0.0,1,1,1,111,At Risk
428,1166.0,0.0,0.0,2,1,1,211,At Risk
429,14.0,9.0,51249.18,5,5,5,555,Best Customers
430,2447.0,0.0,0.0,1,1,1,111,At Risk
431,3325.0,0.0,0.0,1,1,1,111,At Risk
432,337.0,0.0,0.0,3,1,1,311,At Risk
433,172.0,7.0,51378.6,4,4,5,445,Best Customers
434,297.0,3.0,12726.78,3,3,3,333,Loyal Customers
435,784.0,0.0,0.0,2,1,1,211,At Risk
436,392.0,5.0,26793.85,3,4,4,344,Loyal Customers
437,59.0,13.0,69341.04,5,5,5,555,Best Customers
438,78.0,11.0,57377.11,4,5,5,455,Best Customers
439,136.0,5.0,15421.57,4,4,3,443,Loyal Customers
440,3527.0,0.0,0.0,1,1,1,111,At Risk
441,1253.0,0.0,0.0,2,1,1,211,At Risk
442,15.0,9.0,41439.32,5,5,5,555,Best Customers
443,432.0,6.0,27916.440000000002,3,4,4,344,Loyal Customers
444,974.0,0.0,0.0,2,1,1,211,At Risk
445,212.0,6.0,16870.18,3,4,3,343,Loyal Customers
446,108.0,10.0,50084.88,4,5,5,455,Best Customers
447,82.0,5.0,30192.09,4,4,4,444,Best Customers
448,1808.0,0.0,0.0,1,1,1,111,At Risk
449,3561.0,0.0,0.0,1,1,1,111,At Risk
450,2239.0,0.0,0.0,1,1,1,111,At Risk
451,2178.0,0.0,0.0,1,1,1,111,At Risk
452,113.0,8.0,55415.380000000005,4,5,5,455,Best Customers
453,2444.0,0.0,0.0,1,1,1,111,At Risk
454,520.0,6.0,25830.06,2,4,4,244,Frequent Customers
455,133.0,12.0,48131.66,4,5,5,455,Best Customers
456,695.0,0.0,0.0,2,1,1,211,At Risk
457,3427.0,0.0,0.0,1,1,1,111,At Risk
458,304.0,3.0,18669.72,3,3,3,333,Loyal Customers
459,544.0,2.0,12354.27,2,3,3,233,At Risk
460,2309.0,0.0,0.0,1,1,1,111,At Risk
461,94.0,5.0,17265.46,4,4,3,443,Loyal Customers
462,82.0,4.0,25161.23,4,3,4,434,Loyal Customers
463,78.0,2.0,2629.56,4,3,2,432,Loyal Customers
464,61.0,9.0,36185.32,5,5,4,554,Best Customers
465,19.0,2.0,12324.179999999998,5,3,3,533,Loyal Customers
466,2965.0,0.0,0.0,1,1,1,111,At Risk
467,44.0,5.0,20909.34,5,4,4,544,Best Customers
468,69.0,4.0,33149.880000000005,5,3,4,534,Loyal Customers
469,315.0,5.0,28378.420000000002,3,4,4,344,Loyal Customers
470,913.0,2.0,12818.050000000001,2,3,3,233,At Risk
471,2694.0,0.0,0.0,1,1,1,111,At Risk
472,103.0,4.0,13948.04,4,3,3,433,Loyal Customers
